id,source,brand,model,year,mileage,price_asked,wilaya,condition,url,scraped_at,source_weight,paint_flag,is_duplicate,listing_type,price_before_taxes,customs_taxes,trim,annonce_posted_at
e791c034-8e35-41a4-9ac8-6dd87346ed2c,Ouedkniss,Renault,Symbol,2018,85000,1850000,16 - Alger,bon,https://www.ouedkniss.com/automobiles/symbol/mock-ad-6,2026-05-14T10:49:05.040528+00:00,0.6,,False,occasion,,,,
f68bdd3c-1c54-417e-9c94-08297bef74e9,Ouedkniss,Renault,Symbol,2018,85000,1850000,16 - Alger,bon,https://www.ouedkniss.com/automobiles/symbol/mock-ad-5,2026-05-14T10:49:04.74877+00:00,0.6,,False,occasion,,,,
bb920929-2470-4eff-8468-2eef30db6cfe,Ouedkniss,Renault,Symbol,2018,85000,1850000,16 - Alger,bon,https://www.ouedkniss.com/automobiles/symbol/mock-ad-4,2026-05-14T10:49:04.514681+00:00,0.6,,False,occasion,,,,
2cce1fae-35f5-4cdf-b6fa-83c534196df7,Ouedkniss,Renault,Symbol,2018,85000,1850000,16 - Alger,bon,https://www.ouedkniss.com/automobiles/symbol/mock-ad-3,2026-05-14T10:49:04.252804+00:00,0.6,,False,occasion,,,,
1ab0b3a4-d2a4-45f6-a076-aa2e053abcd4,Ouedkniss,Renault,Symbol,2018,85000,1850000,16 - Alger,bon,https://www.ouedkniss.com/automobiles/symbol/mock-ad-2,2026-05-14T10:49:04.043725+00:00,0.6,,False,occasion,,,,
a35226c5-40be-46c9-b09e-93ad44547a7d,Ouedkniss,Renault,Symbol,2018,85000,1850000,16 - Alger,bon,https://www.ouedkniss.com/automobiles/symbol/mock-ad-1,2026-05-14T10:49:03.826097+00:00,0.6,,False,occasion,,,,
a0b616f0-dd20-4c55-82f9-70f17cf04630,Ouedkniss,Renault,Symbol,2018,85000,1850000,16 - Alger,bon,https://www.ouedkniss.com/automobiles/symbol/mock-ad-0,2026-05-14T10:49:03.440496+00:00,0.6,,False,occasion,,,,
93ff4554-4f06-4b5f-8bef-0acff0395f83,mebarkiauto.com,Toyota,Hilux,2025,0,21580000,16 - Alger,bon,https://mebarkiauto.com/cars/hilux-gr-sport-2025,2026-05-17T22:24:37.905047+00:00,0.6,,False,import_neuf,12360000,9220000,GR Sport 4.0 V6,
e65135c4-fc99-4500-8649-50db67fc0186,sogauto,Geely,Coolray,2026,400,4210000,Batna,bon,https://www.sogauto.dz/fr/acheter/details/6309,2026-05-17T20:18:16.693894+00:00,0.6,,False,occasion,,,,
3d4f33e0-81a6-4d2b-8fd5-638632008380,sogauto,Geely,Coolray,2026,1,5350000,Batna,bon,https://www.sogauto.dz/fr/acheter/details/6313,2026-05-17T20:18:16.24394+00:00,0.6,,False,occasion,,,,
bf0968ca-9a09-4841-bd70-82bc2a42a608,sogauto,Kia,KX1,2025,620,4110000,Batna,bon,https://www.sogauto.dz/fr/acheter/details/6314,2026-05-17T20:18:16.016097+00:00,0.6,,False,occasion,,,,
bbdfd6c1-a70d-4a36-9560-276a1221dfef,sogauto,Peugeot,301,2013,400000,1460000,Batna,bon,https://www.sogauto.dz/fr/acheter/details/6315,2026-05-17T20:18:15.797197+00:00,0.6,,False,occasion,,,,
f5a1bcd9-8fb4-4d63-a762-ada4fa5c268f,sogauto,Seat,Ibiza,2015,293000,2710000,Batna,bon,https://www.sogauto.dz/fr/acheter/details/6316,2026-05-17T20:18:15.523457+00:00,0.6,,False,occasion,,,,
d506a225-11cf-4de1-be30-5a762f67d9ce,sogauto,Nissan,Micra,2013,367000,1860000,Batna,bon,https://www.sogauto.dz/fr/acheter/details/6319,2026-05-17T20:18:15.013932+00:00,0.6,,False,occasion,,,,
7a9ba6b2-2d35-4a13-8d0f-c670ed15cca1,sogauto,Geely,Coolray,2025,1700,4190000,Batna,bon,https://www.sogauto.dz/fr/acheter/details/6320,2026-05-17T20:18:14.712957+00:00,0.6,,False,occasion,,,,
9886a2d9-ca8b-467f-8af3-b50c18b3c622,sogauto,Seat,Leon,2013,283000,2260000,Batna,bon,https://www.sogauto.dz/fr/acheter/details/6321,2026-05-17T20:18:14.443925+00:00,0.6,,False,occasion,,,,
2c9f0f47-8022-4dc1-8164-9e781fdd4e5f,sogauto,Fiat,Tipo,2023,49000,3910000,Batna,bon,https://www.sogauto.dz/fr/acheter/details/6322,2026-05-17T20:18:14.176199+00:00,0.6,,False,occasion,,,,
2559bed3-7ad6-4460-a624-e16c7a89554b,sogauto,Seat,Ibiza,2018,218000,3650000,Batna,bon,https://www.sogauto.dz/fr/acheter/details/6324,2026-05-17T20:18:13.942074+00:00,0.6,,False,occasion,,,,
d560aa77-8e66-4482-bd79-48185bb5c1fd,sogauto,Renault,Symbol,2018,214000,3210000,Batna,bon,https://www.sogauto.dz/fr/acheter/details/6325,2026-05-17T20:18:13.71458+00:00,0.6,,False,occasion,,,,
e7edd160-aa87-4476-ac68-ac9956fb6f5a,sogauto,Peugeot,301,2013,330000,1960000,Batna,bon,https://www.sogauto.dz/fr/acheter/details/6326,2026-05-17T20:18:13.445782+00:00,0.6,,False,occasion,,,,
8f6114c4-7abe-450d-8294-6e5e0c8dd35c,sogauto,Kia,Seltos,2025,5000,5150000,Batna,bon,https://www.sogauto.dz/fr/acheter/details/6328,2026-05-17T20:18:13.194264+00:00,0.6,,False,occasion,,,,
927ab11a-07e9-463e-98d5-11f5a56d212d,sogauto,Fiat,Tipo,2025,39000,4010000,Batna,bon,https://www.sogauto.dz/fr/acheter/details/6331,2026-05-17T20:18:12.942764+00:00,0.6,,False,occasion,,,,
3ce1c642-4fab-491f-95b3-7b94d4f8746a,sogauto,Livan,X3 Pro,2026,4,3650000,Boumerdès,bon,https://www.sogauto.dz/fr/acheter/details/6335,2026-05-17T20:18:12.683218+00:00,0.6,,False,occasion,,,,
7a1d5a35-cfe6-46bc-a78d-2ea12ba6083e,sogauto,Kia,KX1,2026,60,4330000,Boumerdès,bon,https://www.sogauto.dz/fr/acheter/details/6336,2026-05-17T20:18:12.403771+00:00,0.6,,False,occasion,,,,
b166b2e8-66d3-43a8-bb9d-ff6c4a2ddfb4,sogauto,Renault,Clio,2025,13000,574000,Boumerdès,bon,https://www.sogauto.dz/fr/acheter/details/6337,2026-05-17T20:18:12.146988+00:00,0.6,,False,occasion,,,,
cdac0e8c-6c0e-4283-9b75-56dbeb96ef22,sogauto,Fiat,Tipo,2023,129000,3450000,Boumerdès,bon,https://www.sogauto.dz/fr/acheter/details/6338,2026-05-17T20:18:11.898865+00:00,0.6,,False,occasion,,,,
48aade0b-c72f-4211-aba3-aa595eaeed3c,sogauto,Volkswagen,Polo,2014,140000,3810000,Boumerdès,bon,https://www.sogauto.dz/fr/acheter/details/6340,2026-05-17T20:18:11.412212+00:00,0.6,,False,occasion,,,,
3608763c-900b-45a9-abfb-5619cc35a25e,sogauto,Geely,Coolray,2026,75,4250000,Boumerdès,bon,https://www.sogauto.dz/fr/acheter/details/6342,2026-05-17T20:18:11.183158+00:00,0.6,,False,occasion,,,,
3cd3a5bd-80c2-4fde-bbae-b0fc8ba0e591,sogauto,Kia,Picanto,2019,78000,3130000,Boumerdès,bon,https://www.sogauto.dz/fr/acheter/details/6343,2026-05-17T20:18:10.884197+00:00,0.6,,False,occasion,,,,
3b8813c1-edd6-46c9-bcd2-3f0099c3aa0f,sogauto,Peugeot,208,2014,205000,2340000,Boumerdès,bon,https://www.sogauto.dz/fr/acheter/details/6344,2026-05-17T20:18:10.524256+00:00,0.6,,False,occasion,,,,
5c36ef49-a471-4518-b47e-757134d39526,sogauto,Hyundai,Atos,2008,370000,1800000,Boumerdès,bon,https://www.sogauto.dz/fr/acheter/details/6345,2026-05-17T20:18:10.233948+00:00,0.6,,False,occasion,,,,
72a625ff-7ff2-44a8-bf4d-cad6ede08f58,sogauto,Suzuki,Swift,2022,200,2460000,Boumerdès,bon,https://www.sogauto.dz/fr/acheter/details/6347,2026-05-17T20:18:09.746723+00:00,0.6,,False,occasion,,,,
18bb63bd-42ea-46d8-9c46-45daabc12499,sogauto,Fiat,Tipo,2023,60000,3870000,Boumerdès,bon,https://www.sogauto.dz/fr/acheter/details/6348,2026-05-17T20:18:09.512669+00:00,0.6,,False,occasion,,,,
b8e0cbd7-d899-4be4-ae50-b403fb5ed39f,sogauto,Skoda,Fabia,2017,360000,2770000,Boumerdès,bon,https://www.sogauto.dz/fr/acheter/details/6352,2026-05-17T20:18:09.037729+00:00,0.6,,False,occasion,,,,
fd345a2d-ba47-433d-82d8-a872268a38b1,sogauto,Peugeot,508,2024,42000,5400000,Boumerdès,bon,https://www.sogauto.dz/fr/acheter/details/6353,2026-05-17T20:18:08.785615+00:00,0.6,,False,occasion,,,,
998c84ab-fef5-427b-9252-c850872d10d6,sogauto,Dacia,Duster,2023,66000,5700000,Boumerdès,bon,https://www.sogauto.dz/fr/acheter/details/6355,2026-05-17T20:18:08.52669+00:00,0.6,,False,occasion,,,,
5a4ded7f-3eb4-44c3-a773-ec3d04a2d801,sogauto,Kia,Picanto,2019,130000,3150000,Boumerdès,bon,https://www.sogauto.dz/fr/acheter/details/6356,2026-05-17T20:18:08.293422+00:00,0.6,,False,occasion,,,,
59762ba9-c67f-4407-af29-689a681aadd7,sogauto,Volkswagen,Polo,2018,187000,3910000,Boumerdès,bon,https://www.sogauto.dz/fr/acheter/details/6357,2026-05-17T20:18:08.015093+00:00,0.6,,False,occasion,,,,
a16602e0-fa98-4d7a-bc5b-c15880436a9c,sogauto,Peugeot,208,2019,220000,3030000,Boumerdès,bon,https://www.sogauto.dz/fr/acheter/details/6358,2026-05-17T20:18:07.75575+00:00,0.6,,False,occasion,,,,
9618b1be-de95-43fd-9cf9-f24c4095f95b,sogauto,Renault,Clio,2018,1300000,3730000,Boumerdès,bon,https://www.sogauto.dz/fr/acheter/details/6359,2026-05-17T20:18:07.506222+00:00,0.6,,False,occasion,,,,
8bbff02a-8c3d-4c4a-afa6-a45bae70f12e,sogauto,Dacia,Sandero,2019,200000,3090000,Boumerdès,bon,https://www.sogauto.dz/fr/acheter/details/6360,2026-05-17T20:18:07.255452+00:00,0.6,,False,occasion,,,,
f73a0650-f3fe-4cce-ac81-7ea3ed148834,sogauto,Dacia,Sandero,2023,36,2870000,Boumerdès,bon,https://www.sogauto.dz/fr/acheter/details/6361,2026-05-17T20:18:07.025352+00:00,0.6,,False,occasion,,,,
777af23c-39bc-4309-a3c0-9abc0714a6ca,sogauto,Volkswagen,Golf,2013,370000,2500000,Boumerdès,bon,https://www.sogauto.dz/fr/acheter/details/6363,2026-05-17T20:18:06.535394+00:00,0.6,,False,occasion,,,,
3ce572fa-850b-426e-85fa-e7f870adf71c,sogauto,Volkswagen,Golf,2019,192000,4010000,Boumerdès,bon,https://www.sogauto.dz/fr/acheter/details/6364,2026-05-17T20:18:06.270248+00:00,0.6,,False,occasion,,,,
fae6924a-1003-4031-b57d-10fe0e417737,sogauto,Renault,Clio,2019,197,3310000,Boumerdès,bon,https://www.sogauto.dz/fr/acheter/details/6365,2026-05-17T20:18:06.037914+00:00,0.6,,False,occasion,,,,
d1f4c2ad-1034-4545-a7b4-557867c5e5aa,sogauto,Toyota,Yaris,2017,198000,3130000,Boumerdès,bon,https://www.sogauto.dz/fr/acheter/details/6367,2026-05-17T20:18:05.797124+00:00,0.6,,False,occasion,,,,
d680f449-4005-478e-928f-70c334c63002,sogauto,Geely,Coolray,2026,200,4610000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6416,2026-05-17T20:18:05.567057+00:00,0.6,,False,occasion,,,,
ecf0d0be-6b32-49f9-8584-72fc5a6a5420,sogauto,Geely,Coolray,2026,200,4610000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6419,2026-05-17T20:18:05.312653+00:00,0.6,,False,occasion,,,,
a150d87a-ffc1-4979-be94-c54b14aab028,sogauto,Fiat,500,2025,12000,2850000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6421,2026-05-17T20:18:05.068052+00:00,0.6,,False,occasion,,,,
77730b95-235e-4748-a1cc-979197f064ab,sogauto,Volkswagen,Golf,2015,179900,4310000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6422,2026-05-17T20:18:04.826748+00:00,0.6,,False,occasion,,,,
99093dfa-222b-4920-a6d7-849172f45c90,sogauto,Chery,Arrizo 5,2025,8500,3550000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6423,2026-05-17T20:18:04.5842+00:00,0.6,,False,occasion,,,,
344f0390-f625-4578-bfe5-1fea81523bca,sogauto,Peugeot,308,2008,325998,2000000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6424,2026-05-17T20:18:04.340844+00:00,0.6,,False,occasion,,,,
07c2a624-797a-44d8-abfb-fd8997d93e86,sogauto,Kia,Picanto,2019,20584,2750000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6425,2026-05-17T20:18:04.080249+00:00,0.6,,False,occasion,,,,
fb765f14-3550-4695-b45c-0d7af325e8ba,sogauto,Geely,Coolray,2025,8000,4230000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6426,2026-05-17T20:18:03.80675+00:00,0.6,,False,occasion,,,,
c4f9f89f-ffa6-4c6d-9d4f-67fc24e5e0bf,sogauto,Volkswagen,Golf,2014,255200,3030000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6427,2026-05-17T20:18:03.551517+00:00,0.6,,False,occasion,,,,
1856337a-feff-47bd-b8e6-c2ae4903671b,sogauto,Fiat,500,2025,39000,2970000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6429,2026-05-17T20:18:03.307663+00:00,0.6,,False,occasion,,,,
c6f3feb3-fbfa-4557-a0b5-679150d5f2d8,sogauto,Peugeot,508,2020,180000,4510000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6430,2026-05-17T20:18:03.067776+00:00,0.6,,False,occasion,,,,
b5fbacd9-1c63-43db-b858-07455103868e,sogauto,Livan,X3 Pro,2026,400,3590000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6432,2026-05-17T20:18:02.596999+00:00,0.6,,False,occasion,,,,
5423c411-4666-4a8b-904d-322333b998dc,sogauto,Chevrolet,Aveo,2007,315000,1600000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6433,2026-05-17T20:18:02.377042+00:00,0.6,,False,occasion,,,,
ce35c882-657c-440d-b2f8-fe9d775eb8d8,sogauto,Dacia,Sandero,2017,181000,3050000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6434,2026-05-17T20:18:02.129423+00:00,0.6,,False,occasion,,,,
a7e7452c-6002-46e8-8f05-dff222e28176,sogauto,Livan,X3 Pro,2026,600,3610000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6435,2026-05-17T20:18:01.88665+00:00,0.6,,False,occasion,,,,
98ac7dd7-4593-49a5-bf86-cc8db6106280,sogauto,Dacia,Sandero,2017,181000,3050000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6439,2026-05-17T20:18:01.364935+00:00,0.6,,False,occasion,,,,
a4c03f2f-2552-46e5-a4a1-93570cd1fd06,sogauto,Renault,Clio,2011,272000,1900000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6440,2026-05-17T20:18:01.146435+00:00,0.6,,False,occasion,,,,
fdfd3533-7beb-4d42-b6fb-9815ab8ed893,sogauto,Suzuki,Swift,2025,2000,4030000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6441,2026-05-17T20:18:00.90649+00:00,0.6,,False,occasion,,,,
1d6b69dd-90c2-495d-a102-1e85104d6f98,sogauto,Chevrolet,Spark,2012,354000,1320000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6442,2026-05-17T20:18:00.671231+00:00,0.6,,False,occasion,,,,
941b3501-4d95-42e9-b9ec-4c1eea5e50ed,sogauto,Fiat,Tipo,2023,49000,3730000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6444,2026-05-17T20:18:00.424197+00:00,0.6,,False,occasion,,,,
c23de690-60e8-493f-b3df-adde03424e85,sogauto,Renault,Clio,2018,213000,2930000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6445,2026-05-17T20:18:00.186135+00:00,0.6,,False,occasion,,,,
68bbf829-b3eb-4205-8915-7b00278a8876,sogauto,Nissan,Sunny,2013,357000,1600000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6446,2026-05-17T20:17:59.948525+00:00,0.6,,False,occasion,,,,
400ccc00-8788-4d01-87fc-d2e9c492c628,sogauto,Peugeot,208,2022,129000,3910000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6447,2026-05-17T20:17:59.704919+00:00,0.6,,False,occasion,,,,
0cba309f-3492-43b1-ac01-c1b19634a3a3,sogauto,Renault,Kangoo,2019,231200,3270000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6449,2026-05-17T20:17:59.457727+00:00,0.6,,False,occasion,,,,
46f29c5b-8848-4b13-acfa-eac113259642,sogauto,Peugeot,2008,2016,276000,2690000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6450,2026-05-17T20:17:59.207123+00:00,0.6,,False,occasion,,,,
c6a7db59-e344-46be-80c1-1b20755c831f,sogauto,Geely,Coolray,2025,1500,4210000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6451,2026-05-17T20:17:58.971744+00:00,0.6,,False,occasion,,,,
ad75fbf9-cb9e-42a8-9dd3-6a89c5752a92,sogauto,Renault,Symbol,2011,460000,1960000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6452,2026-05-17T20:17:58.724566+00:00,0.6,,False,occasion,,,,
5ec103f3-9229-4adb-87b0-d029160705cf,sogauto,Skoda,Fabia,2024,73000,4510000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6453,2026-05-17T20:17:58.467697+00:00,0.6,,False,occasion,,,,
9b75e988-257d-4298-8d3d-dcbaa64118eb,sogauto,Renault,Clio,2025,500,620000,Blida,bon,https://www.sogauto.dz/fr/acheter/details/6454,2026-05-17T20:17:58.230422+00:00,0.6,,False,occasion,,,,
931793c4-bd0d-4e5b-9f41-1356c9f85fff,sogauto,Fiat,Tipo,2023,63000,3790000,Sidi Bel Abbès,bon,https://www.sogauto.dz/fr/acheter/details/6455,2026-05-17T20:17:57.963748+00:00,0.6,,False,occasion,,,,
46e25451-984e-48a4-bc6f-e07325d991bf,sogauto,Renault,Clio,2019,115000,3710000,Sidi Bel Abbès,bon,https://www.sogauto.dz/fr/acheter/details/6456,2026-05-17T20:17:57.696397+00:00,0.6,,False,occasion,,,,
59bd808c-ae3d-443f-882c-42d44519087a,sogauto,Seat,Leon,2024,30000,6980000,Sidi Bel Abbès,bon,https://www.sogauto.dz/fr/acheter/details/6457,2026-05-17T20:17:57.440483+00:00,0.6,,False,occasion,,,,
60da3142-3675-457e-9420-a4ae7b56466b,sogauto,Renault,Clio,2019,158000,3650000,Sidi Bel Abbès,bon,https://www.sogauto.dz/fr/acheter/details/6458,2026-05-17T20:17:57.14557+00:00,0.6,,False,occasion,,,,
3be99101-9001-4a4a-ada9-1dd5bd35a3e0,sogauto,Nissan,Sunny,2012,400000,2260000,Sidi Bel Abbès,bon,https://www.sogauto.dz/fr/acheter/details/6459,2026-05-17T20:17:56.898567+00:00,0.6,,False,occasion,,,,
c24782b0-983c-4ca6-bf51-5a8f08ae09ea,sogauto,Fiat,Tipo,2025,24000,4450000,Sidi Bel Abbès,bon,https://www.sogauto.dz/fr/acheter/details/6462,2026-05-17T20:17:56.65814+00:00,0.6,,False,occasion,,,,
fea6f6f1-9f3e-4ca9-bcc1-18535d242339,sogauto,Renault,Clio,2026,500,718000,Sidi Bel Abbès,bon,https://www.sogauto.dz/fr/acheter/details/6463,2026-05-17T20:17:45.927547+00:00,0.6,,False,occasion,,,,
26290a35-f46c-43ce-a307-f12c306cb64f,sogauto,Hyundai,Accent,2016,72000,3610000,Sidi Bel Abbès,bon,https://www.sogauto.dz/fr/acheter/details/6464,2026-05-17T20:17:45.62833+00:00,0.6,,False,occasion,,,,
ee2882ec-4a85-46ab-9921-987b97b81231,sogauto,Peugeot,207,2012,380000,2480000,Sidi Bel Abbès,bon,https://www.sogauto.dz/fr/acheter/details/6465,2026-05-17T20:17:45.288012+00:00,0.6,,False,occasion,,,,
2b2535ea-148b-4576-a390-9608cc4dc632,sogauto,Geely,Coolray,2026,2000,4210000,Guelma,bon,https://www.sogauto.dz/fr/acheter/details/6468,2026-05-17T20:17:44.670339+00:00,0.6,,False,occasion,,,,
5d052b82-217f-4230-8c1b-dfd68892a6c3,sogauto,Dacia,Logan,2013,312000,2750000,Guelma,bon,https://www.sogauto.dz/fr/acheter/details/6469,2026-05-17T20:17:44.367541+00:00,0.6,,False,occasion,,,,
58a5f0e2-e896-4dee-8e46-239845f5a894,sogauto,Dacia,Sandero,2017,335000,2500000,Guelma,bon,https://www.sogauto.dz/fr/acheter/details/6471,2026-05-17T20:17:44.092741+00:00,0.6,,False,occasion,,,,
2b92d115-5050-4c24-a1a5-547aeb801be7,sogauto,Peugeot,Partner,2014,329500,2260000,Guelma,bon,https://www.sogauto.dz/fr/acheter/details/6472,2026-05-17T20:17:43.858321+00:00,0.6,,False,occasion,,,,
0a0a3f4c-4488-4057-b20d-db8d1c739bfe,sogauto,Seat,Ibiza,2017,160000,3310000,Guelma,bon,https://www.sogauto.dz/fr/acheter/details/6473,2026-05-17T20:17:43.560289+00:00,0.6,,False,occasion,,,,
afc8e53f-cd76-4f8e-8f2f-6b8713aafdea,sogauto,Hyundai,i20,2019,101,3090000,Guelma,bon,https://www.sogauto.dz/fr/acheter/details/6474,2026-05-17T20:17:43.307201+00:00,0.6,,False,occasion,,,,
