id,source,brand,model,year,mileage,price_asked,wilaya,condition,url,scraped_at,source_weight,paint_flag,is_duplicate
3d32bdf0-dd2a-4c46-a388-a5fc74c6104c,ouedkniss_reference,Renault,Symbol,2015,90000,541000,Constantine,bon,seed/renault/symbol/2015/90000/bon,2026-05-15T10:46:58.810306+00:00,0.6,,False
be6617de-052d-4890-9dbc-3403a77f722c,ouedkniss_reference,Renault,Symbol,2015,110000,548000,Annaba,bon,seed/renault/symbol/2015/110000/bon,2026-05-15T10:46:59.202754+00:00,0.6,,False
ed402fa1-8734-442f-b588-780d9c5d75c2,ouedkniss_reference,Renault,Symbol,2015,130000,459000,Oran,moyen,seed/renault/symbol/2015/130000/moyen,2026-05-15T10:46:59.666189+00:00,0.6,,False
d7643e9c-862b-4ef9-bb7f-12e626ab3e7a,ouedkniss_reference,Renault,Symbol,2015,155000,444000,Annaba,moyen,seed/renault/symbol/2015/155000/moyen,2026-05-15T10:47:00.298458+00:00,0.6,,False
0ef49b07-8503-4060-a3e9-8c6b8803f4aa,ouedkniss_reference,Renault,Symbol,2015,180000,404000,Annaba,moyen,seed/renault/symbol/2015/180000/moyen,2026-05-15T10:47:00.647664+00:00,0.6,,False
cfb1e35c-0338-47b7-b5c2-6a397d3f5e62,ouedkniss_reference,Renault,Symbol,2015,220000,320000,Constantine,mauvais,seed/renault/symbol/2015/220000/mauvais,2026-05-15T10:47:00.997979+00:00,0.6,,False
818e2b77-078c-47b7-8515-019a7ced6ca0,ouedkniss_reference,Renault,Symbol,2016,25000,729000,Oran,excellent,seed/renault/symbol/2016/25000/excellent,2026-05-15T10:47:01.355652+00:00,0.6,,False
4150bbd1-d630-4373-8082-865806f40717,ouedkniss_reference,Renault,Symbol,2016,45000,757000,Blida,excellent,seed/renault/symbol/2016/45000/excellent,2026-05-15T10:47:01.707381+00:00,0.6,,False
a5a3ee98-d8b5-4411-a597-3c408f1dffaa,ouedkniss_reference,Renault,Symbol,2016,60000,694000,Oran,bon,seed/renault/symbol/2016/60000/bon,2026-05-15T10:47:02.10913+00:00,0.6,,False
83211e27-e694-47b8-af17-754f3321d974,ouedkniss_reference,Renault,Symbol,2016,75000,650000,Blida,bon,seed/renault/symbol/2016/75000/bon,2026-05-15T10:47:02.466743+00:00,0.6,,False
4291ec63-7f76-4f15-b250-91d43d5071df,ouedkniss_reference,Renault,Symbol,2016,90000,631000,Constantine,bon,seed/renault/symbol/2016/90000/bon,2026-05-15T10:47:02.796915+00:00,0.6,,False
7b432f78-d5c8-4e81-ae97-efda86bc8944,ouedkniss_reference,Renault,Symbol,2016,110000,592000,Blida,bon,seed/renault/symbol/2016/110000/bon,2026-05-15T10:47:03.226535+00:00,0.6,,False
6a714e3c-ec02-4653-991e-50759edd672b,ouedkniss_reference,Renault,Symbol,2016,130000,496000,Blida,moyen,seed/renault/symbol/2016/130000/moyen,2026-05-15T10:47:03.921376+00:00,0.6,,False
e6425c12-5541-4762-b506-67f1b7e624f3,ouedkniss_reference,Renault,Symbol,2016,155000,482000,Blida,moyen,seed/renault/symbol/2016/155000/moyen,2026-05-15T10:47:04.306459+00:00,0.6,,False
afeaa4da-37f0-42b4-a7eb-fc0d837f116f,ouedkniss_reference,Renault,Symbol,2016,180000,447000,Tizi Ouzou,moyen,seed/renault/symbol/2016/180000/moyen,2026-05-15T10:47:04.67476+00:00,0.6,,False
d980c741-dce3-424e-8e85-a147fa8ddb31,ouedkniss_reference,Renault,Symbol,2016,220000,351000,Constantine,mauvais,seed/renault/symbol/2016/220000/mauvais,2026-05-15T10:47:05.048673+00:00,0.6,,False
353a2cdf-de1d-42a6-bb74-8aa8edbcfd50,ouedkniss_reference,Renault,Symbol,2017,25000,797000,Sétif,excellent,seed/renault/symbol/2017/25000/excellent,2026-05-15T10:47:05.406901+00:00,0.6,,False
1aae9932-98d4-44d3-9a82-656456bf3a82,ouedkniss_reference,Renault,Symbol,2017,45000,788000,Constantine,excellent,seed/renault/symbol/2017/45000/excellent,2026-05-15T10:47:05.778805+00:00,0.6,,False
2d81ca27-25fa-4ea0-b3a4-4f1376d706a3,ouedkniss_reference,Renault,Symbol,2017,60000,701000,Tizi Ouzou,bon,seed/renault/symbol/2017/60000/bon,2026-05-15T10:47:06.145516+00:00,0.6,,False
f2405a4c-224c-4d53-bbab-e842bf2862dd,ouedkniss_reference,Renault,Symbol,2017,75000,681000,Constantine,bon,seed/renault/symbol/2017/75000/bon,2026-05-15T10:47:06.501211+00:00,0.6,,False
b539ee2c-18b7-4fd6-aacc-451e582dfa9e,ouedkniss_reference,Renault,Symbol,2017,90000,696000,Oran,bon,seed/renault/symbol/2017/90000/bon,2026-05-15T10:47:06.875648+00:00,0.6,,False
8304ed16-a1bc-4eff-bfff-914372cacaf6,ouedkniss_reference,Renault,Symbol,2017,110000,668000,Sétif,bon,seed/renault/symbol/2017/110000/bon,2026-05-15T10:47:07.274059+00:00,0.6,,False
9511c5a5-0d94-45e5-9b0d-23cd06b83b28,ouedkniss_reference,Renault,Symbol,2017,130000,565000,Alger,moyen,seed/renault/symbol/2017/130000/moyen,2026-05-15T10:47:07.671609+00:00,0.6,,False
b43aabce-efa4-4300-896b-e811b19bc5f1,ouedkniss_reference,Renault,Symbol,2017,155000,539000,Constantine,moyen,seed/renault/symbol/2017/155000/moyen,2026-05-15T10:47:08.036091+00:00,0.6,,False
4d213c54-9bd6-43ce-9b83-9e0b5dd9e65e,ouedkniss_reference,Renault,Symbol,2017,180000,508000,Alger,moyen,seed/renault/symbol/2017/180000/moyen,2026-05-15T10:47:08.410719+00:00,0.6,,False
3d20f9cc-eb1c-4b80-9a57-cad5922a8dcf,ouedkniss_reference,Renault,Symbol,2017,220000,378000,Alger,mauvais,seed/renault/symbol/2017/220000/mauvais,2026-05-15T10:47:08.796923+00:00,0.6,,False
2ab9a2b2-ae45-4a9b-8d93-f538e6a00c62,ouedkniss_reference,Renault,Symbol,2018,25000,936000,Sétif,excellent,seed/renault/symbol/2018/25000/excellent,2026-05-15T10:47:09.187576+00:00,0.6,,False
a98c391d-2a67-40b6-a96c-7960dc739689,ouedkniss_reference,Renault,Symbol,2018,45000,886000,Annaba,excellent,seed/renault/symbol/2018/45000/excellent,2026-05-15T10:47:09.61528+00:00,0.6,,False
bd81d7a5-9862-44dc-b0e2-a34b2ab6fadd,ouedkniss_reference,Renault,Symbol,2018,60000,787000,Alger,bon,seed/renault/symbol/2018/60000/bon,2026-05-15T10:47:10.014993+00:00,0.6,,False
bcf45f62-4e1a-4f1b-906d-95f0f743370d,ouedkniss_reference,Renault,Symbol,2018,75000,748000,Boumerdès,bon,seed/renault/symbol/2018/75000/bon,2026-05-15T10:47:10.395337+00:00,0.6,,False
5574a660-cee9-4993-b3b3-5689f26d309e,ouedkniss_reference,Renault,Symbol,2018,90000,743000,Boumerdès,bon,seed/renault/symbol/2018/90000/bon,2026-05-15T10:47:10.767287+00:00,0.6,,False
dbeabc4b-817a-49db-8cc6-07c626e61d6e,ouedkniss_reference,Renault,Symbol,2018,110000,743000,Alger,bon,seed/renault/symbol/2018/110000/bon,2026-05-15T10:47:11.155174+00:00,0.6,,False
f54c99be-a416-49f0-ad22-c9a765e8e48c,ouedkniss_reference,Renault,Symbol,2018,130000,597000,Oran,moyen,seed/renault/symbol/2018/130000/moyen,2026-05-15T10:47:11.573926+00:00,0.6,,False
3af6ecfb-e2e0-4346-88a2-f72975b2a096,ouedkniss_reference,Renault,Symbol,2018,155000,597000,Boumerdès,moyen,seed/renault/symbol/2018/155000/moyen,2026-05-15T10:47:11.986534+00:00,0.6,,False
a7e511f8-23fa-4a54-ab76-a711d3ab84b4,ouedkniss_reference,Renault,Symbol,2018,180000,542000,Annaba,moyen,seed/renault/symbol/2018/180000/moyen,2026-05-15T10:47:12.405263+00:00,0.6,,False
f3aac2ed-9a30-44a5-8fb3-db99aefcbfa1,ouedkniss_reference,Renault,Symbol,2018,220000,403000,Tizi Ouzou,mauvais,seed/renault/symbol/2018/220000/mauvais,2026-05-15T10:47:12.853039+00:00,0.6,,False
9ba37363-13f7-4786-a585-d20335277974,ouedkniss_reference,Renault,Symbol,2019,25000,972000,Constantine,excellent,seed/renault/symbol/2019/25000/excellent,2026-05-15T10:47:13.246556+00:00,0.6,,False
8650c383-e956-4d6c-a132-108d898c40b0,ouedkniss_reference,Renault,Symbol,2019,45000,1012000,Alger,excellent,seed/renault/symbol/2019/45000/excellent,2026-05-15T10:47:13.638808+00:00,0.6,,False
e84f7a8f-4309-4103-86cc-a8a2cec64c71,ouedkniss_reference,Renault,Symbol,2019,60000,870000,Annaba,bon,seed/renault/symbol/2019/60000/bon,2026-05-15T10:47:14.036205+00:00,0.6,,False
9b420afc-ecfe-4dae-a0fc-04e69766ab0f,ouedkniss_reference,Renault,Symbol,2019,75000,874000,Tizi Ouzou,bon,seed/renault/symbol/2019/75000/bon,2026-05-15T10:47:14.378176+00:00,0.6,,False
f179dc23-ccb7-432e-834a-211312bd9ca2,ouedkniss_reference,Renault,Symbol,2019,90000,807000,Sétif,bon,seed/renault/symbol/2019/90000/bon,2026-05-15T10:47:14.791138+00:00,0.6,,False
b56c312b-082d-4785-a12f-d1bd636e1f62,ouedkniss_reference,Renault,Symbol,2019,110000,845000,Blida,bon,seed/renault/symbol/2019/110000/bon,2026-05-15T10:47:15.208501+00:00,0.6,,False
800b08e0-737e-441c-b42e-ccca97aa1461,ouedkniss_reference,Renault,Symbol,2019,130000,674000,Boumerdès,moyen,seed/renault/symbol/2019/130000/moyen,2026-05-15T10:47:15.573428+00:00,0.6,,False
3936a7fb-65c5-4ed7-b3da-a50e9bfb4945,ouedkniss_reference,Renault,Symbol,2019,155000,629000,Oran,moyen,seed/renault/symbol/2019/155000/moyen,2026-05-15T10:47:16.038818+00:00,0.6,,False
7f55c8c7-21d8-4965-95b9-537e3fb7cf1a,ouedkniss_reference,Renault,Symbol,2019,180000,635000,Tizi Ouzou,moyen,seed/renault/symbol/2019/180000/moyen,2026-05-15T10:47:16.476921+00:00,0.6,,False
7f3e6bcf-b7fa-4148-b410-16698bb780e8,ouedkniss_reference,Renault,Symbol,2019,220000,453000,Alger,mauvais,seed/renault/symbol/2019/220000/mauvais,2026-05-15T10:47:16.818951+00:00,0.6,,False
0730e2ce-4e5f-4454-a496-0b4c209bf91e,ouedkniss_reference,Renault,Symbol,2020,25000,1133000,Blida,excellent,seed/renault/symbol/2020/25000/excellent,2026-05-15T10:49:17.372236+00:00,0.6,,False
7d0be151-4c80-4696-9be9-ce9add715278,ouedkniss_reference,Renault,Symbol,2020,45000,1129000,Boumerdès,excellent,seed/renault/symbol/2020/45000/excellent,2026-05-15T10:49:17.739324+00:00,0.6,,False
3216e298-a132-41b2-b427-0a696d2ce995,ouedkniss_reference,Renault,Symbol,2020,60000,969000,Alger,bon,seed/renault/symbol/2020/60000/bon,2026-05-15T10:49:18.435388+00:00,0.6,,False
ecab41f6-9d9d-4623-b10f-ca012a3d0557,ouedkniss_reference,Renault,Symbol,2020,75000,1012000,Blida,bon,seed/renault/symbol/2020/75000/bon,2026-05-15T10:49:18.793072+00:00,0.6,,False
d91dad0b-f62c-4634-8452-804fca838556,ouedkniss_reference,Renault,Symbol,2020,90000,895000,Alger,bon,seed/renault/symbol/2020/90000/bon,2026-05-15T10:49:19.136492+00:00,0.6,,False
e24df399-1e61-4841-8c64-de51cff6661d,ouedkniss_reference,Renault,Symbol,2020,110000,917000,Alger,bon,seed/renault/symbol/2020/110000/bon,2026-05-15T10:49:19.466156+00:00,0.6,,False
1e385477-1354-45a9-bfa7-e32babee133f,ouedkniss_reference,Renault,Symbol,2020,130000,755000,Alger,moyen,seed/renault/symbol/2020/130000/moyen,2026-05-15T10:49:19.916223+00:00,0.6,,False
97586746-59cd-4ac2-9622-32b4d94592bd,ouedkniss_reference,Renault,Symbol,2020,155000,742000,Constantine,moyen,seed/renault/symbol/2020/155000/moyen,2026-05-15T10:49:20.278572+00:00,0.6,,False
70956b34-713f-49ab-91b4-f3157153edba,ouedkniss_reference,Renault,Symbol,2020,180000,700000,Boumerdès,moyen,seed/renault/symbol/2020/180000/moyen,2026-05-15T10:49:20.701112+00:00,0.6,,False
550afccd-8409-4c19-961f-47daa555da26,ouedkniss_reference,Renault,Symbol,2020,220000,522000,Boumerdès,mauvais,seed/renault/symbol/2020/220000/mauvais,2026-05-15T10:49:21.548488+00:00,0.6,,False
700a229d-cf50-41c1-b2eb-00c3e325334f,ouedkniss_reference,Renault,Clio,2016,25000,878000,Alger,excellent,seed/renault/clio/2016/25000/excellent,2026-05-15T10:49:21.937026+00:00,0.6,,False
903152f3-c293-4769-b3b7-e7576841d07e,ouedkniss_reference,Renault,Clio,2016,45000,867000,Sétif,excellent,seed/renault/clio/2016/45000/excellent,2026-05-15T10:49:22.287415+00:00,0.6,,False
3324e12b-7bf4-48a8-8f9b-92850886357d,ouedkniss_reference,Renault,Clio,2016,60000,809000,Tizi Ouzou,bon,seed/renault/clio/2016/60000/bon,2026-05-15T10:49:22.641578+00:00,0.6,,False
d0b75348-2e4a-4289-b7cb-b6dea6085fc3,ouedkniss_reference,Renault,Clio,2016,75000,768000,Blida,bon,seed/renault/clio/2016/75000/bon,2026-05-15T10:49:22.958214+00:00,0.6,,False
b02dcef8-37cb-4452-a560-1165956875f6,ouedkniss_reference,Renault,Clio,2016,90000,714000,Alger,bon,seed/renault/clio/2016/90000/bon,2026-05-15T10:49:23.334089+00:00,0.6,,False
0403dbd7-6250-4779-84c0-1af014aa77d5,ouedkniss_reference,Renault,Clio,2016,110000,686000,Oran,bon,seed/renault/clio/2016/110000/bon,2026-05-15T10:49:23.7131+00:00,0.6,,False
ad5de3c1-fe4d-4836-bc92-11e5bcc58321,ouedkniss_reference,Renault,Clio,2016,130000,570000,Tizi Ouzou,moyen,seed/renault/clio/2016/130000/moyen,2026-05-15T10:49:24.05864+00:00,0.6,,False
1a6e9d3a-8e6d-4db6-87cb-f99cc5b3b09f,ouedkniss_reference,Renault,Clio,2016,155000,583000,Blida,moyen,seed/renault/clio/2016/155000/moyen,2026-05-15T10:49:24.382632+00:00,0.6,,False
e712ec25-2dbc-4d5b-8ab8-564241166a1c,ouedkniss_reference,Renault,Clio,2016,180000,549000,Oran,moyen,seed/renault/clio/2016/180000/moyen,2026-05-15T10:49:24.737817+00:00,0.6,,False
0dfc0908-8fab-4348-a9e5-ddfd55de2705,ouedkniss_reference,Renault,Clio,2016,220000,393000,Oran,mauvais,seed/renault/clio/2016/220000/mauvais,2026-05-15T10:49:25.099154+00:00,0.6,,False
06107577-982f-47c1-9e8f-76653b1caebf,ouedkniss_reference,Renault,Clio,2017,25000,969000,Blida,excellent,seed/renault/clio/2017/25000/excellent,2026-05-15T10:49:25.449466+00:00,0.6,,False
6422969b-2949-4923-8a36-7234e38e0bd8,ouedkniss_reference,Renault,Clio,2017,45000,903000,Sétif,excellent,seed/renault/clio/2017/45000/excellent,2026-05-15T10:49:25.846776+00:00,0.6,,False
6f64d93c-78d4-4ba2-a7ed-2710ede46c3c,ouedkniss_reference,Renault,Clio,2017,60000,820000,Alger,bon,seed/renault/clio/2017/60000/bon,2026-05-15T10:49:26.207892+00:00,0.6,,False
dee4c91f-227f-4444-a769-9e609e93ff30,ouedkniss_reference,Renault,Clio,2017,75000,832000,Oran,bon,seed/renault/clio/2017/75000/bon,2026-05-15T10:49:26.5679+00:00,0.6,,False
f26f45a5-7118-4cff-96ee-69325f2c1248,ouedkniss_reference,Renault,Clio,2017,90000,795000,Annaba,bon,seed/renault/clio/2017/90000/bon,2026-05-15T10:49:26.918982+00:00,0.6,,False
98895f2f-eef3-4e5b-97a2-d689cbdda35a,ouedkniss_reference,Renault,Clio,2017,110000,772000,Boumerdès,bon,seed/renault/clio/2017/110000/bon,2026-05-15T10:49:27.586823+00:00,0.6,,False
e7561906-0ca9-4246-9618-f446cb17e8ed,ouedkniss_reference,Renault,Clio,2017,130000,666000,Blida,moyen,seed/renault/clio/2017/130000/moyen,2026-05-15T10:49:28.003069+00:00,0.6,,False
8c3cd601-bf75-4cd6-91bd-83f71acc895c,ouedkniss_reference,Renault,Clio,2017,155000,602000,Boumerdès,moyen,seed/renault/clio/2017/155000/moyen,2026-05-15T10:49:28.355917+00:00,0.6,,False
af62938c-3bf1-423a-8718-87ee8e2c7e00,ouedkniss_reference,Renault,Clio,2017,180000,610000,Boumerdès,moyen,seed/renault/clio/2017/180000/moyen,2026-05-15T10:49:28.696682+00:00,0.6,,False
280801e0-8c76-4de7-9846-d119ba071c01,ouedkniss_reference,Renault,Clio,2017,220000,441000,Oran,mauvais,seed/renault/clio/2017/220000/mauvais,2026-05-15T10:49:29.084375+00:00,0.6,,False
0146ceaa-2213-4cc7-b59e-2f0385355edf,ouedkniss_reference,Renault,Clio,2018,25000,1143000,Constantine,excellent,seed/renault/clio/2018/25000/excellent,2026-05-15T10:49:29.428724+00:00,0.6,,False
33069bcf-d5d0-4b94-a911-4ff763fa3bb2,ouedkniss_reference,Renault,Clio,2018,45000,1099000,Sétif,excellent,seed/renault/clio/2018/45000/excellent,2026-05-15T10:49:29.81049+00:00,0.6,,False
4d7713a2-2727-47e1-aa17-7f99d8a2856e,ouedkniss_reference,Renault,Clio,2018,60000,948000,Boumerdès,bon,seed/renault/clio/2018/60000/bon,2026-05-15T10:49:30.14992+00:00,0.6,,False
6ef4dd53-0e7f-4d54-86a4-4a3dd52e83ba,ouedkniss_reference,Renault,Clio,2018,75000,941000,Oran,bon,seed/renault/clio/2018/75000/bon,2026-05-15T10:49:30.539894+00:00,0.6,,False
c09b7072-9069-466e-9dde-e5b3499ac70c,ouedkniss_reference,Renault,Clio,2018,90000,912000,Alger,bon,seed/renault/clio/2018/90000/bon,2026-05-15T10:49:30.886695+00:00,0.6,,False
fc5cb9d2-079b-4495-8d20-12b639c78e0c,ouedkniss_reference,Renault,Clio,2018,110000,894000,Alger,bon,seed/renault/clio/2018/110000/bon,2026-05-15T10:49:31.262326+00:00,0.6,,False
1554a6d5-4442-4d7a-b316-d4cf901724a6,ouedkniss_reference,Renault,Clio,2018,130000,771000,Boumerdès,moyen,seed/renault/clio/2018/130000/moyen,2026-05-15T10:49:31.66464+00:00,0.6,,False
a8e69b08-c7e8-4074-95b1-efa9195d7172,ouedkniss_reference,Renault,Clio,2018,155000,703000,Sétif,moyen,seed/renault/clio/2018/155000/moyen,2026-05-15T10:49:32.346045+00:00,0.6,,False
3b5b7726-7548-4065-be21-9ef046f97505,ouedkniss_reference,Renault,Clio,2018,180000,684000,Constantine,moyen,seed/renault/clio/2018/180000/moyen,2026-05-15T10:49:32.707139+00:00,0.6,,False
f0334758-3944-41f5-af17-5cc86c50ad38,ouedkniss_reference,Renault,Clio,2018,220000,532000,Sétif,mauvais,seed/renault/clio/2018/220000/mauvais,2026-05-15T10:49:33.076738+00:00,0.6,,False
98d57d37-d9c6-4464-b135-dafeb9196d6d,ouedkniss_reference,Renault,Clio,2019,25000,1281000,Tizi Ouzou,excellent,seed/renault/clio/2019/25000/excellent,2026-05-15T10:49:33.51363+00:00,0.6,,False
82b1077e-6e58-4370-b8f5-14386db2b883,ouedkniss_reference,Renault,Clio,2019,45000,1193000,Tizi Ouzou,excellent,seed/renault/clio/2019/45000/excellent,2026-05-15T10:49:33.905917+00:00,0.6,,False
6e54eaa0-bebd-4bf8-ad93-dc78b47584e0,ouedkniss_reference,Renault,Clio,2019,60000,1086000,Constantine,bon,seed/renault/clio/2019/60000/bon,2026-05-15T10:49:34.394295+00:00,0.6,,False
